orthogroup_ID,PANTHER_ID,geneID,spc
OG0000022,PTHR26452,219493,Hsap
OG0000022,PTHR26452,390148,Hsap
OG0000026,PTHR26451,112268384,Hsap
OG0000026,PTHR26451,346528,Hsap
OG0000026,PTHR26451,402317,Hsap
OG0000026,PTHR26451,107987545,Hsap
OG0000026,PTHR26451,401427,Hsap
OG0000026,PTHR26451,79541,Hsap
OG0000026,PTHR26451,392138,Hsap
OG0000026,PTHR26451,393046,Hsap
OG0000026,PTHR26451,442361,Hsap
OG0000026,PTHR26451,346525,Hsap
OG0000026,PTHR26451,135941,Hsap
OG0000028,PTHR10484,8359,Hsap
OG0000028,PTHR10484,8367,Hsap
OG0000028,PTHR10484,8363,Hsap
OG0000028,PTHR10484,8361,Hsap
OG0000028,PTHR10484,8366,Hsap
OG0000028,PTHR10484,8362,Hsap
OG0000028,PTHR10484,8365,Hsap
OG0000028,PTHR10484,8368,Hsap
OG0000028,PTHR10484,8364,Hsap
OG0000028,PTHR10484,8370,Hsap
OG0000028,PTHR10484,8294,Hsap
OG0000028,PTHR10484,121504,Hsap
OG0000028,PTHR10484,8360,Hsap
OG0000039,PTHR26450,390054,Hsap
OG0000039,PTHR26450,23538,Hsap
OG0000052,PTHR24242,130075,Hsap
OG0000052,PTHR24242,135924,Hsap
OG0000064,PTHR26452,120066,Hsap
OG0000076,PTHR24064,114571,Hsap
OG0000076,PTHR24064,387601,Hsap
OG0000076,PTHR24064,283238,Hsap
OG0000076,PTHR24064,387775,Hsap
OG0000080,PTHR26450,387748,Hsap
OG0000080,PTHR26450,196335,Hsap
OG0000086,PTHR26452,441639,Hsap
OG0000095,PTHR24376,100289561,Hsap
OG0000095,PTHR24376,100533952,Hsap
OG0000095,PTHR24376,57786,Hsap
OG0000095,PTHR24376,84765,Hsap
OG0000095,PTHR24376,114026,Hsap
OG0000095,PTHR24376,199704,Hsap
OG0000095,PTHR24376,92285,Hsap
OG0000095,PTHR24376,7587,Hsap
OG0000095,PTHR24376,219749,Hsap
OG0000114,PTHR26452,120065,Hsap
OG0000117,PTHR26450,283111,Hsap
OG0000120,PTHR26452,442191,Hsap
OG0000123,PTHR10824,10965,Hsap
OG0000123,PTHR10824,641371,Hsap
OG0000123,PTHR10824,122970,Hsap
OG0000123,PTHR10824,641372,Hsap
OG0000130,PTHR24221,340273,Hsap
OG0000130,PTHR24221,5244,Hsap
OG0000130,PTHR24221,5243,Hsap
OG0000134,PTHR24300,1573,Hsap
OG0000135,PTHR23324,23541,Hsap
OG0000135,PTHR23324,266629,Hsap
OG0000135,PTHR23324,284904,Hsap
OG0000135,PTHR23324,730005,Hsap
OG0000149,PTHR26450,119678,Hsap
OG0000149,PTHR26450,79296,Hsap
OG0000171,PTHR24376,10308,Hsap
OG0000171,PTHR24376,124411,Hsap
OG0000171,PTHR24376,107986244,Hsap
OG0000175,PTHR26450,390083,Hsap
OG0000181,PTHR15123,6398,Hsap
OG0000197,PTHR24242,390174,Hsap
OG0000197,PTHR24242,504191,Hsap
OG0000198,PTHR19269,7168,Hsap
OG0000198,PTHR19269,7170,Hsap
OG0000198,PTHR19269,7171,Hsap
OG0000198,PTHR19269,7169,Hsap
OG0000208,PTHR26450,119679,Hsap
OG0000211,PTHR24242,390439,Hsap
OG0000212,PTHR26452,81050,Hsap
OG0000219,PTHR16146,142683,Hsap
OG0000219,PTHR16146,55600,Hsap
OG0000220,PTHR16675,910,Hsap
OG0000222,PTHR26451,391107,Hsap
OG0000222,PTHR26451,391109,Hsap
OG0000225,PTHR26450,143496,Hsap
OG0000237,PTHR10662,56000,Hsap
OG0000238,PTHR16675,135250,Hsap
OG0000242,PTHR26452,390195,Hsap
OG0000243,PTHR26450,390072,Hsap
OG0000250,PTHR24068,51619,Hsap
OG0000250,PTHR24068,7321,Hsap
OG0000250,PTHR24068,7322,Hsap
OG0000250,PTHR24068,7323,Hsap
OG0000263,PTHR24376,10780,Hsap
OG0000263,PTHR24376,342909,Hsap
OG0000263,PTHR24376,7767,Hsap
OG0000263,PTHR24376,7638,Hsap
OG0000263,PTHR24376,7673,Hsap
OG0000263,PTHR24376,7766,Hsap
OG0000263,PTHR24376,7773,Hsap
